mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_learning_rate,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
2.6029200553894043,0.038660664119538474,0.009316841761271158,0.0009158717924211369,0.0001,optimal,l2,"{'alpha': 0.0001, 'learning_rate': 'optimal', 'penalty': 'l2'}",0.5022566202000077,0.5128210495867649,0.5142243633672733,0.5097673443846819,0.0053416948449800175,4
2.94382373491923,0.08778875945610368,0.011718511581420898,0.002356244012001794,0.0001,optimal,elasticnet,"{'alpha': 0.0001, 'learning_rate': 'optimal', 'penalty': 'elasticnet'}",0.5022803551283282,0.5128210495867649,0.518431436444637,0.51117761371991,0.006695272860153041,3
0.014319181442260742,0.005195662623411525,0.0,0.0,0.0001,adaptive,l2,"{'alpha': 0.0001, 'learning_rate': 'adaptive', 'penalty': 'l2'}",,,,,,5
0.011184295018513998,0.00388792085866407,0.0,0.0,0.0001,adaptive,elasticnet,"{'alpha': 0.0001, 'learning_rate': 'adaptive', 'penalty': 'elasticnet'}",,,,,,5
1.5670333703358967,0.06828518218552258,0.013432184855143229,0.004800919451497265,0.001,optimal,l2,"{'alpha': 0.001, 'learning_rate': 'optimal', 'penalty': 'l2'}",0.634608718119221,0.6406656029498653,0.5193269199351409,0.5982004136680757,0.05582677060152179,1
2.047051509221395,0.10211324003103153,0.014738082885742188,0.006562471596212266,0.001,optimal,elasticnet,"{'alpha': 0.001, 'learning_rate': 'optimal', 'penalty': 'elasticnet'}",0.6345608047465988,0.6406656029498653,0.5193386781999567,0.5981883619654736,0.05581082101001063,2
0.024640957514444988,0.015869802008252075,0.0,0.0,0.001,adaptive,l2,"{'alpha': 0.001, 'learning_rate': 'adaptive', 'penalty': 'l2'}",,,,,,5
0.014429092407226562,0.005319928701437332,0.0,0.0,0.001,adaptive,elasticnet,"{'alpha': 0.001, 'learning_rate': 'adaptive', 'penalty': 'elasticnet'}",,,,,,5
